frequency,amplitude
14.513788223266602,100.0
15.239477634429932,99.1321372975974
15.965167045593262,98.69147111863082
16.690856456756592,95.16558675537031
17.416545867919922,90.7688500194632
18.142235279083252,84.67051795257349
18.867924690246582,81.59169400181972
19.593614101409912,72.25818095514636
20.319303512573242,71.35203622818652
21.044992923736572,76.3752084324572
21.770682334899902,72.91192912604805
22.496371746063232,71.08196347121876
23.222061157226562,68.12811418731897
23.947750568389893,66.06421080743254
24.673439979553223,62.84061726526545
25.399129390716553,58.20656612325039
26.124818801879883,51.92769984118445
26.850508213043213,57.88632606037314
27.576197624206543,60.80839793816949
28.301887035369873,55.676947082688486
29.027576446533203,57.27635221481651
29.753265857696533,53.89177759187571
30.478955268859863,53.13349768595828
31.204644680023193,53.81225827650734
31.930334091186523,47.259219172588566
32.65602350234985,43.31833640343463
33.381712913513184,42.654858010733236
34.107402324676514,38.181496754553784
34.833091735839844,37.88940930104218
35.558781147003174,39.80182981548823
36.284470558166504,40.24659594815997
37.010159969329834,36.55302548672984
37.735849380493164,37.624865411652145
38.461538791656494,37.529695260146056
39.187228202819824,34.67942654092377
39.912917613983154,35.16239994007922
40.638607025146484,32.79416872796792
41.364296436309814,32.627186200185605
42.089985847473145,31.189852205470366
42.815675258636475,28.220660520289627
43.541364669799805,29.90813613976447
44.267054080963135,31.168952450637697
44.992743492126465,28.240471504567218
45.718432903289795,27.311687238818266
46.444122314453125,29.578656906173098
47.169811725616455,29.568806151913943
47.895501136779785,28.154772138833522
48.621190547943115,27.83836916401172
49.346879959106445,27.76562125994164
50.072569370269775,32.34118822841168
50.798258781433105,29.63399252085638
51.523948192596436,25.41635589202121
52.249637603759766,25.296542016124608
52.975327014923096,25.589328716403006
53.701016426086426,24.210084441250643
54.426705837249756,24.883204405028344
55.152395248413086,24.709065043482358
55.878084659576416,23.935210952373108
56.603774070739746,23.680235632966546
57.329463481903076,23.583336361247053
58.055152893066406,21.491530270140213
58.780842304229736,21.033182096553865
59.506531715393066,21.97563761770194
60.2322211265564,22.35246258309153
60.95791053771973,20.793022636617906
61.68359994888306,20.46977528373228
62.40928936004639,23.119895926720922
63.13497877120972,25.597165272586132
63.86066818237305,23.65813843233065
64.58635759353638,21.122969190127247
65.3120470046997,21.527179312185577
66.03773641586304,21.4340498962166
66.76342582702637,20.34301832264663
67.4891152381897,20.86075158476566
68.21480464935303,22.544117102121888
68.94049406051636,21.833759992256226
69.66618347167969,18.93616209134754
70.39187288284302,20.0437595380084
71.11756229400635,20.94196028705197
71.84325170516968,19.95760635085544
72.56894111633301,19.584632348185437
73.29463052749634,20.43565008882076
74.02031993865967,20.27117232879601
74.746009349823,20.89684841885954
75.47169876098633,20.993862524086786
76.19738817214966,21.309672431869753
76.92307758331299,22.53695537101339
77.64876699447632,22.336110742982726
78.37445640563965,22.007139147111793
79.10014581680298,21.935067522084527
79.82583522796631,23.013722596159855
80.55152463912964,23.36968550249527
81.27721405029297,24.96838444680649
82.0029034614563,25.138820067270615
82.72859287261963,27.219033599736285
83.45428228378296,27.207744565729097
84.17997169494629,28.820254161256795
84.90566110610962,29.905782484111185
85.63135051727295,33.91407958499492
86.35703992843628,34.44530858002999
87.08272933959961,34.78364636286668
87.80841875076294,36.140156884282845
88.53410816192627,40.27174533142923
89.2597975730896,40.591759877996104
89.98548698425293,39.14333018827596
90.71117639541626,41.6081337445252
91.43686580657959,45.499051895331824
92.16255521774292,51.44535244186799
92.88824462890625,54.146594785689956
93.61393404006958,55.76945882371703
94.33962345123291,63.339973589574555
95.06531286239624,69.71319964517829
95.79100227355957,72.9593644556909
96.5166916847229,73.67450858623272
97.24238109588623,69.7981025156059
97.96807050704956,74.68734604223509
98.69375991821289,77.75678166726634
99.41944932937622,79.28653324376121
100.14513874053955,77.94388832577454
100.87082815170288,80.98032914896858
101.59651756286621,84.09926897830374
102.32220697402954,82.3868825422277
103.04789638519287,83.57554341579237
103.7735857963562,81.7902480721097
104.49927520751953,78.1858884970683
105.22496461868286,80.86835742333076
105.95065402984619,82.52220219235103
106.67634344100952,90.05491698818591
107.40203285217285,90.93335543888787
108.12772226333618,84.24187582666293
108.85341167449951,88.94174831734823
109.57910108566284,83.84326343117206
110.30479049682617,92.42610636260271
111.0304799079895,84.84046293187936
111.75616931915283,79.94469763285308
112.48185873031616,78.70929371498165
113.20754814147949,75.65678506730193
113.93323755264282,73.2456537232447
114.65892696380615,77.39883227919623
115.38461637496948,67.98804277117353
116.11030578613281,68.31801600000458
116.83599519729614,68.21998774244118
117.56168460845947,65.82227968530759
118.2873740196228,67.55985328380497
119.01306343078613,63.79904054774901
119.73875284194946,57.94725905746673
120.4644422531128,56.60576613970075
121.19013166427612,51.483828412211174
121.91582107543945,51.04075154045207
122.64151048660278,52.15648833240392
123.36719989776611,53.20236516569543
124.09288930892944,45.6171783521376
124.81857872009277,46.66138008769555
125.5442681312561,45.35242405777415
126.26995754241943,39.32669526783857
126.99564695358276,38.75404276875505
127.7213363647461,43.959686858526794
128.44702577590942,40.77226789948454
129.17271518707275,37.66769325764953
129.89840459823608,38.37221531164707
130.6240940093994,35.87647646509542
131.34978342056274,30.571399161782036
132.07547283172607,29.499531708275608
132.8011622428894,29.812363995668896
133.52685165405273,29.29116657304293
134.25254106521606,26.889844111892646
134.9782304763794,25.990212517912042
135.70391988754272,23.585313442762164
136.42960929870605,25.756241158267045
137.15529870986938,24.95491904478521
137.88098812103271,24.193793720381905
138.60667753219604,21.630521904957522
139.33236694335938,20.701248965466803
140.0580563545227,21.88809229321338
140.78374576568604,20.515154816079104
141.50943517684937,20.95104071648549
142.2351245880127,20.65585463074119
142.96081399917603,19.943224182648034
143.68650341033936,19.144154927586484
144.41219282150269,18.630812670176095
145.13788223266602,19.562871261592367
145.86357164382935,17.501088577394093
146.58926105499268,18.877118296081207
147.314950466156,18.842945498950577
148.04063987731934,17.50136481846391
148.76632928848267,16.22195987688846
149.492018699646,15.29299749146801
150.21770811080933,14.85538703683129
150.94339752197266,15.641956807969846
151.669086933136,15.667983630135492
152.39477634429932,17.21926537672537
153.12046575546265,15.68057504818855
153.84615516662598,14.87488295718102
154.5718445777893,14.475003977571857
155.29753398895264,14.042664124064634
156.02322340011597,15.15393368857649
156.7489128112793,16.36249876136594
157.47460222244263,16.71904070978362
158.20029163360596,15.870479128092173
158.9259810447693,16.161727030013402
159.65167045593262,16.127229625893463
160.37735986709595,17.190736873210476
161.10304927825928,17.21123333776956
161.8287386894226,17.3735166392212
162.55442810058594,16.698898836206315
163.28011751174927,16.255666702474738
164.0058069229126,17.052313299331374
164.73149633407593,18.566679770684576
165.45718574523926,18.89474332562888
166.1828751564026,18.45743666107819
166.90856456756592,19.08536385131626
167.63425397872925,21.017685779379196
168.35994338989258,20.399499109184696
169.0856328010559,19.88636381828988
169.81132221221924,21.596095695788126
170.53701162338257,22.644392824895608
171.2627010345459,21.179984339535377
171.98839044570923,22.156588250369232
172.71407985687256,22.350180829500196
173.4397692680359,22.881701515088487
174.16545867919922,24.254979361967024
174.89114809036255,24.478545086078263
175.61683750152588,24.13482009151178
176.3425269126892,25.327050072589554
177.06821632385254,27.543815352162024
177.79390573501587,29.021250672413146
178.5195951461792,29.16973545767871
179.24528455734253,28.858906877491503
179.97097396850586,30.31753060135481
180.6966633796692,32.25120595728366
181.42235279083252,35.744355986858466
182.14804220199585,33.3746655124878
182.87373161315918,34.58712624801321
183.5994210243225,37.45366068891777
184.32511043548584,39.44170533058371
185.05079984664917,38.675046482581784
185.7764892578125,37.39808440069922
186.50217866897583,38.126280450548116
187.22786808013916,35.98233041557356
187.9535574913025,37.99028563261996
188.67924690246582,39.58759962466199
189.40493631362915,41.610019282392905
190.13062572479248,42.27027274729775
190.8563151359558,40.6954081227455
191.58200454711914,38.65666969091436
192.30769395828247,41.97838479294181
193.0333833694458,39.81429219472649
193.75907278060913,43.75840661289118
194.48476219177246,42.98459280319154
195.2104516029358,41.493593358017804
195.93614101409912,42.48255407481118
196.66183042526245,43.13657345301374
197.38751983642578,40.98805839288573
198.1132092475891,43.56479642601454
198.83889865875244,45.473981523224865
199.56458806991577,44.946706304340374
200.2902774810791,44.97944561045767
201.01596689224243,45.90165721011156
201.74165630340576,46.71652032017672
202.4673457145691,46.93374064760569
203.19303512573242,49.39459649188957
203.91872453689575,47.83687766610114
204.64441394805908,47.81129885692808
205.3701033592224,51.74059426902444
206.09579277038574,53.8879810379664
206.82148218154907,53.81748880008534
207.5471715927124,51.70516278504016
208.27286100387573,52.86575206152913
208.99855041503906,58.198059335949836
209.7242398262024,56.83211918597714
210.44992923736572,55.25028418183045
211.17561864852905,55.916242255345814
211.90130805969238,57.074682324429176
212.6269974708557,55.9501700247848
213.35268688201904,55.9156044013246
214.07837629318237,53.900371667413744
214.8040657043457,53.73638584880886
215.52975511550903,53.84839324800457
216.25544452667236,57.67830411033604
216.9811339378357,57.421480323014826
217.70682334899902,57.00642549271882
218.43251276016235,58.70226210736864
219.15820217132568,58.68275124627532
219.883891582489,56.913491832107404
220.60958099365234,52.52567161064549
221.33527040481567,57.89208194910989
222.060959815979,63.01109812165696
222.78664922714233,60.01714335401718
223.51233863830566,55.62463372371552
224.238028049469,53.26935801254502
224.96371746063232,55.458948547083246
225.68940687179565,60.23105316916652
226.41509628295898,59.40945040744305
227.14078569412231,58.3108405265402
227.86647510528564,56.677687077372134
228.59216451644897,56.69304469969348
229.3178539276123,51.71889412757435
230.04354333877563,50.697913206411215
230.76923274993896,52.77027798472013
231.4949221611023,50.64660758619517
232.22061157226562,52.97212216175579
232.94630098342896,51.46285387695389
233.67199039459229,50.63731166978384
234.39767980575562,49.02079280443981
235.12336921691895,45.94342384507772
235.84905862808228,51.377147390729405
236.5747480392456,51.08297668257804
237.30043745040894,48.72138816220587
238.02612686157227,48.43109630324299
238.7518162727356,47.82771027231514
239.47750568389893,49.78099087395477
240.20319509506226,50.38067318687364
240.9288845062256,42.98531702918133
241.65457391738892,41.71068909070056
242.38026332855225,43.49619849884862
243.10595273971558,43.09027671798446
243.8316421508789,40.49295817700241
244.55733156204224,45.052021093832515
245.28302097320557,50.27756942862723
246.0087103843689,48.60021226713065
246.73439979553223,42.677159372120535
247.46008920669556,40.41293762542144
248.1857786178589,37.83517365969829
248.91146802902222,38.24473218368426
249.63715744018555,36.148852045146725
250.36284685134888,35.58729560012504
251.0885362625122,37.47939351788188
251.81422567367554,39.97455813054311
252.53991508483887,39.685834566327266
253.2656044960022,37.113310634688276
253.99129390716553,38.37408053125148
254.71698331832886,37.644688175550364
255.4426727294922,34.79411243870705
256.1683621406555,38.09538127620654
256.89405155181885,37.65835778871471
257.6197409629822,36.230848924302364
258.3454303741455,35.20677746451097
259.07111978530884,35.032194537845335
259.79680919647217,36.7612841114037
260.5224986076355,37.03384630055092
261.2481880187988,32.11524992332403
261.97387742996216,33.80464997777906
262.6995668411255,36.94597767823456
263.4252562522888,31.760839756035814
264.15094566345215,31.70383795899433
264.8766350746155,31.129206042613294
265.6023244857788,30.361866742781977
266.32801389694214,32.052149970600354
267.05370330810547,31.125676603940253
267.7793927192688,32.377404262413464
268.50508213043213,32.87299970426047
269.23077154159546,31.711642986746206
269.9564609527588,30.551226238238844
270.6821503639221,30.70023137921317
271.40783977508545,31.32556276070113
272.1335291862488,30.50258868826438
